NAME: mona-lisa100K
COMMENT: TSP art (Bosch)
TYPE: TSP
DIMENSION: 100000
EDGE_WEIGHT_TYPE: EUC_2D
NODE_COORD_SECTION
Edge 	Weight
66776 - 85242	41.593268686170843
66777 - 57904	47.169905660283019
66778 - 116	56.859475903317997
66778 - 81401	61.465437442517238
66779 - 85744	40.496913462633174
66779 - 46347	46.173585522460783
66780 - 53771	49.193495504995373
66780 - 90330	51.419840528729764
66781 - 64391	45.221676218380052
66782 - 71236	63.639610306789277
66782 - 69494	75.239617223906715
66783 - 55333	48.093658625644192
66784 - 34366	64.621977685614048
66785 - 48117	44.687805943008659
66787 - 28115	60.406953242155824
66787 - 13952	63.071388124885915
66788 - 1923	47.434164902525690
66788 - 68500	49.819674828324602
66789 - 11884	47.801673610868480
66789 - 13322	53.413481444294567
66791 - 4732	87.920418561333066
66792 - 24178	42.544094772365295
66792 - 30081	53.535035257296693
66793 - 83366	42.201895692018386
66794 - 30517	66.189122973491649
66795 - 34123	166.243796876755675
66796 - 1531	57.428216061444918
66798 - 73780	45.122056690713911
66799 - 41599	46.840153714521476
66799 - 39389	49.497474683058327
66799 - 5647	51.107729356722550
66801 - 5879	41.677331968349414
66801 - 93705	45.541190146942800
66802 - 82925	72.111025509279786
66802 - 48805	84.599054368237474
66805 - 51384	46.861498055439926
66805 - 58389	51.884487084291389
66807 - 30225	60.728905802755906
66807 - 92002	68.066144300966542
66808 - 40425	54.708317466359720
66810 - 16416	39.051248379533272
66810 - 50833	43.416586692184820
66811 - 94294	44.418464629025619
66811 - 17492	46.518813398452029
66813 - 26979	42.801869118065393
66813 - 50604	43.863424398922618
66815 - 89666	62.169124169478212
66815 - 41050	67.178865724273732
66816 - 52928	60.216276869298387
66816 - 66211	61.073725938409882
66816 - 48036	62.585940913275403
66817 - 62474	59.203040462462737
66817 - 48121	67.268120235368552
66818 - 12540	60.299253726725342
66818 - 36260	70.837842993699349
66819 - 15215	43.908996800200298
66819 - 8128	45.044422518220832
66820 - 30295	75.802374632988906
66821 - 12331	81.271151093115446
66822 - 69239	42.579337712087538
66822 - 72730	44.384682042344293
66822 - 25311	44.911023145771239
66824 - 90407	58.796258384356398
66825 - 43837	41.012193308819756
66827 - 37000	113.463650567042836
66828 - 72130	44.283179650969057
66828 - 36219	45.354161881794266
66829 - 60561	52.172789842982328
66830 - 95899	47.095647357266467
66831 - 93889	47.095647357266467
66831 - 88486	48.764741360946435
66832 - 94704	52.000000000000000
66833 - 39531	44.181444068749043
66833 - 83364	45.044422518220832
66835 - 10189	50.000000000000000
66836 - 44613	44.643028571099430
66836 - 93581	47.634021455258215
66837 - 93507	37.947331922020552
66837 - 57182	43.737855457258075
66839 - 6104	42.201895692018386
66840 - 33204	47.095647357266467
66841 - 88247	49.729267036625424
66842 - 40386	100.004999875006250
66842 - 92567	100.169855745129233
66843 - 13920	70.724818840347693
66844 - 17735	95.524865872714001
66844 - 65485	104.809350727881145
66845 - 41196	41.436698710201323
66845 - 74732	44.045431091090481
66846 - 47304	39.962482405376171
66847 - 27026	74.946647690206932
66848 - 58131	42.801869118065393
66848 - 14310	45.803929962395148
66849 - 31743	97.185389848474652
66851 - 93330	54.000000000000000
66852 - 52519	112.058020685714416
66852 - 13475	127.632284317095884
66858 - 7547	53.758720222862449
66859 - 64950	40.000000000000000
66860 - 4926	57.489129407219240
66861 - 30091	63.007936008093457
66862 - 12318	48.373546489791298
66863 - 75428	103.754517973917647
66864 - 74137	41.194659848091961
66866 - 86045	44.922154890432405
66867 - 17846	48.010415536631215
66868 - 63772	46.043457732885353
66869 - 6287	40.311288741492748
66871 - 4718	51.613951602255761
66872 - 21865	55.317266743757324
66873 - 84915	58.728187440104092
66874 - 4250	50.990195135927848
66876 - 64711	48.010415536631215
66877 - 70338	51.662365412357960
66878 - 52400	43.011626335213134
66879 - 53600	45.607017003965519
66879 - 75355	46.097722286464437
66882 - 65044	66.007575322836999
66882 - 64765	68.352029962540249
66882 - 57079	69.462219947249023
66883 - 48997	57.870545184921146
66885 - 37891	55.946402922797458
66886 - 32240	49.979995998399200
66887 - 33055	42.953463189829059
66888 - 98413	60.827625302982197
66889 - 45540	36.619666847201109
66889 - 66892	45.398237851264668
66890 - 40011	58.000000000000000
66890 - 79986	58.549124673217788
66892 - 87019	51.884487084291389
66893 - 97628	52.153619241621190
66893 - 39802	52.773099207835046
66894 - 7100	71.253070109294238
66896 - 25854	77.252831663311863
66897 - 34947	55.317266743757324
66897 - 1002	60.207972893961477
66899 - 63431	49.648766349225637
66900 - 9485	56.356011214421483
66901 - 79362	45.343136195018536
66902 - 25521	137.306227098409488
66903 - 89953	41.880783182743849
66903 - 29731	42.201895692018386
66906 - 57819	59.682493245507095
66906 - 88045	65.459911396212568
66907 - 88810	37.161808352124093
66908 - 76777	50.606323715519980
66910 - 22612	52.886671288709408
66914 - 53042	41.340053217188775
66914 - 39133	47.853944456021596
66916 - 29457	37.443290453698110
66916 - 17390	42.426406871192851
66916 - 52956	46.097722286464437
66917 - 44386	41.182520563948001
66917 - 31597	44.102154142399893
66917 - 51218	47.507894080878811
66919 - 55174	72.560319734686947
66921 - 9048	78.390050389064045
66921 - 76310	84.403791384036772
66922 - 86816	45.011109739707596
66923 - 76748	44.553338819890929
66923 - 55656	47.010637094172634
66925 - 66289	47.042533945356302
66926 - 32824	125.015998976131051
66927 - 20030	45.276925690687083
66928 - 23010	52.153619241621190
66928 - 79141	52.430906915673316
66928 - 89690	54.671747731346581
66930 - 62036	44.553338819890929
66931 - 59032	47.042533945356302
66932 - 5555	46.861498055439926
66933 - 32526	107.447661677674494
66934 - 76768	52.392747589718942
66935 - 19361	43.046486500061768
66936 - 65173	46.324939287601878
66938 - 36220	44.721359549995794
66939 - 25725	86.313382508160344
66940 - 73593	44.000000000000000
66940 - 12284	45.221676218380052
66941 - 94430	42.755116652863900
66942 - 63871	45.011109739707596
66942 - 43908	45.694638635183450
66943 - 47990	49.010203019371385
66943 - 69891	53.488316481265327
66944 - 5078	36.000000000000000
66947 - 81894	39.204591567825318
66948 - 68162	53.758720222862449
66952 - 94433	121.264174429218789
66953 - 34624	69.354163537598808
66953 - 37648	74.330343736592528
66955 - 20516	59.941638282582834
66956 - 79276	51.623637996561226
66956 - 66865	52.392747589718942
66957 - 16621	38.600518131237565
66958 - 89258	62.289646009589748
66960 - 74591	111.395691119540167
66961 - 52159	47.169905660283019
66961 - 9875	49.658836071740546
66962 - 48980	88.408144421201376
66963 - 96853	39.204591567825318
66964 - 48266	60.827625302982197
66966 - 70340	60.207972893961477
66967 - 71470	132.612216631802064
66968 - 99562	48.020828814171877
66968 - 29498	53.413481444294567
66968 - 52256	53.535035257296693
66971 - 118	65.734313718179184
66971 - 52304	68.818602136341014
66972 - 11143	48.836461788299119
66972 - 7038	53.225933528685056
66973 - 33838	47.265209192385894
66974 - 23976	50.289163842720630
66977 - 1509	42.544094772365295
66977 - 3191	45.177427992306069
66978 - 43074	49.193495504995373
66979 - 96406	66.850579653433073
66980 - 30234	43.416586692184820
66980 - 88874	45.000000000000000
66981 - 60838	44.407206622349035
66981 - 1429	46.486557196677837
66983 - 64394	46.010868281309363
66983 - 24892	52.773099207835046
66983 - 30953	57.489129407219240
66985 - 50514	37.336309405188939
66987 - 69300	36.674241641784496
66988 - 3950	50.774009099144416
66990 - 29326	77.103826104804942
66990 - 95472	86.533230611135743
66990 - 94178	93.557468969612469
66992 - 31043	43.566041821583930
66994 - 41875	52.153619241621190
66995 - 70290	36.687872655688283
66995 - 49070	38.910152916687439
66997 - 8135	52.201532544552751
66998 - 9450	50.635955604688651
67000 - 3833	40.261644278394791
67000 - 7249	42.953463189829059
67001 - 18898	55.108982933819419
67001 - 90260	56.035702904487600
67001 - 60098	59.059292240933602
67004 - 68972	72.111025509279786
67005 - 98619	42.011903075200009
67008 - 43436	52.345009313209602
67008 - 67166	55.443665102516446
67011 - 77715	58.008620049092704
67011 - 12632	58.523499553598126
67012 - 32178	40.607881008493905
67012 - 12760	50.009999000199950
67013 - 33991	49.040799340956913
67014 - 81494	44.654227123532213
67015 - 32227	49.091750834534309
67017 - 61452	42.544094772365295
67017 - 5721	47.000000000000000
67018 - 96558	44.045431091090481
67018 - 4670	48.332183894378288
67018 - 7449	48.754486972995624
67019 - 97977	82.006097334283626
67020 - 82351	39.824615503479754
67021 - 54639	49.729267036625424
67023 - 60646	46.010868281309363
67024 - 17954	38.418745424597092
67025 - 27356	47.518417482066888
67027 - 12051	96.020831073262431
67030 - 26933	105.759160359753235
67032 - 13692	43.416586692184820
67032 - 69685	45.221676218380052
67034 - 52680	37.215588131856791
67035 - 96051	68.883960397178094
67037 - 74744	67.067130548428863
67040 - 68691	44.777226354476223
67042 - 50221	44.721359549995794
67044 - 89520	57.245087125446844
67044 - 42809	68.249542123006217
67045 - 88106	36.124783736376886
67045 - 55340	46.097722286464437
67046 - 17109	40.447496832313369
67046 - 41264	45.177427992306069
67046 - 87164	49.739320461783553
67047 - 73652	48.083261120685232
67049 - 67534	39.812058474788766
67050 - 86385	50.219518117958878
67050 - 65906	52.325901807804517
67051 - 45201	47.010637094172634
67052 - 44102	59.033888572581766
67052 - 66529	61.983868869246941
67055 - 60203	43.289721643826725
67055 - 80183	44.271887242357311
67055 - 31980	45.354161881794266
67056 - 51367	42.953463189829059
67056 - 65112	44.721359549995794
67060 - 21514	52.086466572421670
67062 - 7756	44.598206241955517
67062 - 61094	48.259714048054615
67064 - 48682	55.081757415681646
67064 - 12298	60.926184846911266
67065 - 64577	43.931765272977593
67067 - 55026	52.402290026295607
67068 - 79932	50.159744815937810
67070 - 94521	85.440037453175312
67071 - 72727	63.906181234681829
67072 - 81385	41.593268686170843
67072 - 25904	44.643028571099430
67078 - 99747	53.254107822777390
67078 - 54861	53.712196007983140
67078 - 16740	59.464274989274022
67080 - 13244	52.345009313209602
67080 - 10903	52.478567053607704
67081 - 2966	43.011626335213134
67081 - 65418	48.662100242385758
67081 - 24274	54.626001134990652
67082 - 25586	72.422372233999626
67082 - 52927	75.272837066235254
67083 - 56076	63.953107821277927
67083 - 34580	74.813100457072356
67084 - 76564	45.891175622335063
67085 - 78929	60.000000000000000
67086 - 29804	57.140178508646611
67086 - 43946	57.775427302617157
67087 - 49632	48.662100242385758
67087 - 62844	50.000000000000000
67087 - 20798	51.894122981316487
67089 - 47509	99.729634512515887
67090 - 78134	50.249378105604451
67090 - 44578	56.824290580701489
67091 - 86048	49.365980188789931
67091 - 3602	52.630789467763069
67093 - 136	49.648766349225637
67094 - 302	49.578221024962160
67096 - 81917	52.497618993626749
67098 - 23233	42.426406871192851
67100 - 37052	48.754486972995624
67103 - 95934	55.973207876626117
67104 - 46725	44.407206622349035
67106 - 41901	39.812058474788766
67109 - 34387	62.609903369994111
67110 - 13128	58.728187440104092
67110 - 2297	62.369864518050703
67111 - 41209	42.953463189829059
67112 - 2043	33.837848631377261
67112 - 7405	35.014282800023193
67114 - 80623	46.043457732885353
67114 - 54980	48.764741360946435
67115 - 2134	42.720018726587656
67116 - 6496	42.485291572496004
67117 - 18585	46.615448083226659
67117 - 91499	50.990195135927848
67118 - 61060	45.099889135118725
67119 - 92955	53.338541412378348
67121 - 56716	45.617978911828174
67122 - 51548	66.850579653433073
67122 - 48518	71.867934435323797
67125 - 12041	74.242844773082342
67125 - 26647	95.880133500115654
67127 - 59727	43.174066289845806
67127 - 51897	46.097722286464437
67129 - 99759	82.298238134239545
67129 - 32833	83.486525858967206
67130 - 74677	47.927027865287036
67131 - 49956	46.400431032480722
67132 - 51845	40.112342240263158
67132 - 87896	46.238512086787568
67134 - 84080	55.470712993434653
67135 - 2914	42.190046219457973
67135 - 2852	47.539457296018851
67136 - 27669	130.698125464751789
67137 - 65314	80.156097709406987
67137 - 54574	83.600239234107458
67138 - 89769	42.449970553582249
67140 - 98030	50.219518117958878
67141 - 99411	55.713553108736477
67142 - 81415	68.622153857191046
67145 - 2517	52.810983706043575
67146 - 74446	45.000000000000000
67147 - 57089	82.219219164377863
67148 - 70976	68.505474233815797
67148 - 50704	72.180329730474354
67149 - 40764	38.897300677553449
67150 - 70923	125.063983624383243
67150 - 30676	131.643457870112178
67151 - 69400	46.097722286464437
67153 - 5903	42.107006542854599
67153 - 62232	42.379240200834182
67153 - 6648	44.011362169330774
67154 - 27980	58.872744118140102
67155 - 73326	52.810983706043575
67156 - 49498	48.373546489791298
67157 - 19085	50.289163842720630
67160 - 20765	46.400431032480722
67161 - 91931	43.011626335213134
67161 - 86587	48.600411520891467
67163 - 89805	62.513998432351134
67163 - 2532	65.795136598383926
67164 - 77241	39.560080889704965
67164 - 27824	43.566041821583930
67165 - 63766	56.727418414731337
67165 - 14506	62.201286160335945
67166 - 4126	55.081757415681646
67167 - 14367	48.166378315169182
67167 - 97474	52.153619241621190
67168 - 4756	38.948684188300893
67168 - 7105	46.400431032480722
67168 - 56000	47.507894080878811
67169 - 64573	42.190046219457973
67170 - 82452	44.821869662029941
67170 - 60916	53.310411741047358
67171 - 72457	38.052595180880896
67172 - 44982	45.099889135118725
67173 - 53036	44.407206622349035
67174 - 76438	55.362442142665636
67177 - 24817	42.544094772365295
67177 - 90122	46.690470119715008
67178 - 87540	39.051248379533272
67180 - 75433	51.419840528729764
67180 - 85116	51.865209919559759
67181 - 35872	50.606323715519980
67181 - 83597	52.153619241621190
67183 - 58518	88.090862182180962
67183 - 18893	91.241437954473295
67183 - 99211	96.135321292436528
67184 - 62511	54.083269131959839
67184 - 574	57.218878003679869
67185 - 41201	49.769468552517215
67187 - 77317	53.488316481265327
67188 - 37896	40.607881008493905
67188 - 44585	45.177427992306069
67188 - 1367	50.990195135927848
67190 - 31471	114.424647694454362
67191 - 50141	62.201286160335945
67192 - 93133	68.709533545207538
67192 - 5262	69.000000000000000
67193 - 69662	74.464756764525861
67193 - 84930	75.000000000000000
67199 - 90789	68.883960397178094
67201 - 63568	53.935146240647202
67203 - 56985	38.600518131237565
67203 - 213	43.324358044868940
67205 - 49787	67.911707385398580
67205 - 37634	75.425459892532309
67208 - 67968	49.477267507411927
67208 - 10329	49.648766349225637
67209 - 85813	44.384682042344293
67209 - 86112	53.338541412378348
67212 - 93786	53.141321022345690
67213 - 82273	81.688432473637294
67214 - 14148	42.379240200834182
67215 - 59277	41.048751503547584
67216 - 85620	44.721359549995794
67218 - 5902	43.566041821583930
67220 - 18333	67.067130548428863
67221 - 63671	49.648766349225637
67221 - 83592	56.797887284651706
67224 - 58916	43.566041821583930
67226 - 50630	44.102154142399893
67226 - 94741	48.548944375753424
67227 - 35271	44.922154890432405
67228 - 18787	35.171010790137948
67229 - 57357	60.000000000000000
67232 - 67889	67.623960250786851
67232 - 91336	76.105190361761792
67233 - 82721	51.351728305871069
67234 - 46925	42.107006542854599
67235 - 80643	55.226805085936304
67236 - 82449	69.771054170049631
67238 - 72857	37.054014627297809
67238 - 45128	38.626415831655932
67239 - 95715	46.615448083226659
67239 - 62950	50.000000000000000
67239 - 85001	50.000000000000000
67240 - 91244	48.166378315169182
67241 - 58136	114.127122105133274
67241 - 383	128.561269439905578
67242 - 43794	88.232647019116456
67243 - 69234	64.202803677098090
67243 - 50431	68.007352543677217
67244 - 37797	59.841457201508721
67244 - 93335	65.741919655574403
67246 - 3437	116.211014968461574
67246 - 48745	118.004237212059466
67247 - 13111	60.083275543199207
67248 - 18453	43.174066289845806
67248 - 94315	46.400431032480722
67249 - 54956	41.048751503547584
67250 - 51444	43.011626335213134
67251 - 54141	39.924929555354259
67251 - 4654	45.880278987817849
67252 - 74200	69.634761434214737
67253 - 10353	56.824290580701489
67254 - 1128	45.398237851264668
67255 - 16301	43.737855457258075
67256 - 83285	53.254107822777390
67259 - 44218	41.231056256176605
67259 - 3772	42.941821107167777
67260 - 87743	44.821869662029941
67260 - 19714	46.227697325304880
67260 - 20436	49.648766349225637
67262 - 18304	44.384682042344293
67263 - 47238	73.600271738628792
67263 - 2695	76.843997813752507
67263 - 62019	79.202272694664514
67264 - 74946	43.657759905886147
67266 - 94779	42.011903075200009
67267 - 45733	50.249378105604451
67267 - 8037	52.000000000000000
67267 - 34705	52.801515129776342
67268 - 28227	72.062472896785883
67268 - 32495	76.118328935940258
67269 - 45350	50.990195135927848
67270 - 28203	42.426406871192851
67270 - 22939	44.181444068749043
67271 - 63530	45.276925690687083
67273 - 36940	49.030602688525051
67273 - 32054	53.235326616824659
67274 - 61583	44.283179650969057
67276 - 20377	57.801384066473702
67276 - 90818	62.641839053463301
67277 - 25683	41.773197148410846
67277 - 68018	44.944410108488464
67278 - 41510	50.447993022517754
67278 - 42422	55.000000000000000
67279 - 87231	47.010637094172634
67280 - 48428	67.268120235368552
67281 - 24981	50.477717856495850
67282 - 15480	126.063476074555393
67282 - 52413	162.815846894582101
67283 - 18573	49.244289008980524
67284 - 61309	63.000000000000000
67285 - 14388	86.838931361457921
67288 - 89833	36.235341863986878
67290 - 58027	42.011903075200009
67290 - 72304	44.181444068749043
67291 - 85415	51.478150704935002
67291 - 7910	54.918120870983923
67291 - 75694	56.008927859761786
67293 - 48562	37.013511046643495
67293 - 18235	43.462627624201462
67293 - 27509	49.010203019371385
67294 - 31142	59.203040462462737
67294 - 18456	61.008196170678575
67295 - 2637	47.853944456021596
67295 - 84305	49.040799340956913
67295 - 8941	54.626001134990652
67298 - 70799	33.241540277189323
67298 - 19027	42.449970553582249
67299 - 17669	39.623225512317899
67300 - 73129	51.623637996561226
67301 - 47545	44.418464629025619
67302 - 27583	52.172789842982328
67303 - 25500	53.009433122794286
67304 - 1355	48.836461788299119
67305 - 3469	60.901559914340454
67305 - 9839	64.195015382816133
67306 - 50508	42.953463189829059
67306 - 57171	45.880278987817849
67307 - 8076	52.810983706043575
67307 - 32469	53.413481444294567
67307 - 38724	54.626001134990652
67308 - 75071	41.036569057366382
67308 - 92532	43.139309220245982
67309 - 14598	46.818799642878500
67309 - 70968	47.074409183759280
67310 - 82547	80.653580205716845
67311 - 82175	46.043457732885353
67311 - 48609	48.010415536631215
67314 - 31522	52.611785751863622
67315 - 93266	45.880278987817849
67315 - 50701	56.568542494923802
67316 - 75016	45.617978911828174
67319 - 34166	47.853944456021596
67319 - 16510	52.201532544552751
67320 - 24999	52.009614495783373
67321 - 45039	82.298238134239545
67322 - 65117	67.230945255886444
67324 - 68716	42.953463189829059
67324 - 44325	44.181444068749043
67325 - 59745	101.414989030221760
67327 - 21618	41.976183723630713
67328 - 74866	33.000000000000000
67328 - 24475	41.773197148410846
67329 - 11855	46.518813398452029
67330 - 3844	44.181444068749043
67331 - 34073	42.485291572496004
67331 - 84913	50.635955604688651
67332 - 73860	151.082758778094862
67333 - 72395	60.166435825965294
67335 - 53275	78.568441501661467
67335 - 16267	81.006172604314543
67336 - 54533	40.792156108742279
67336 - 45281	45.967379738244815
67337 - 30936	39.698866482558416
67337 - 99478	40.224370722237533
67337 - 992	40.792156108742279
67338 - 38221	51.923019942988678
67340 - 13250	44.598206241955517
67340 - 61215	50.328918128646477
67340 - 39841	50.990195135927848
67341 - 51473	41.976183723630713
67342 - 10253	62.201286160335945
67343 - 11573	48.041648597857255
67345 - 50598	53.366656256505335
67346 - 5800	43.908996800200298
67347 - 43146	95.126231923691795
67351 - 86096	45.343136195018536
67352 - 2757	31.304951684997056
67352 - 34332	39.115214431215892
67353 - 25245	44.204072210600688
67354 - 57779	49.648766349225637
67354 - 96991	51.613951602255761
67355 - 27685	38.118237105091836
67355 - 34697	42.941821107167777
67356 - 97484	54.037024344425184
67357 - 56494	88.955044826024342
67357 - 6006	102.883429180796652
67358 - 1263	72.235725233432799
67359 - 17117	55.362442142665636
67361 - 65001	41.617304093369623
67361 - 74516	43.829214001622251
67363 - 11212	41.400483088968902
67364 - 79265	43.382023926967723
67364 - 43781	43.416586692184820
67367 - 39181	45.793012567421244
67368 - 79156	77.058419397233940
67369 - 88450	60.827625302982197
67371 - 65892	42.520583250938598
67373 - 72763	47.381430961928535
67373 - 48600	48.507731342539614
67373 - 98298	52.201532544552751
67375 - 86174	41.182520563948001
67376 - 14301	43.324358044868940
67376 - 66414	46.043457732885353
67377 - 44591	45.310043036836767
67378 - 26214	45.541190146942800
67379 - 83949	38.013155617496425
67379 - 70821	38.587562763149476
67381 - 31552	45.177427992306069
67383 - 47829	41.182520563948001
67383 - 38212	51.613951602255761
67384 - 78138	41.182520563948001
67384 - 38734	41.593268686170843
67386 - 72495	54.037024344425184
67387 - 68680	69.310893804653825
67388 - 4752	52.325901807804517
67388 - 26597	52.630789467763069
67389 - 50800	55.009090157900267
67389 - 29988	55.973207876626117
67392 - 8403	56.824290580701489
67393 - 92376	43.046486500061768
67393 - 51348	43.680659335683110
67393 - 62992	46.065171225124085
67394 - 55855	43.185645763378368
67396 - 48657	39.812058474788766
67397 - 55593	45.967379738244815
67397 - 83152	46.010868281309363
67398 - 75003	41.617304093369623
67398 - 50964	50.249378105604451
67399 - 38199	42.941821107167777
67400 - 16081	45.276925690687083
67400 - 22906	47.169905660283019
67401 - 38270	61.326992425847854
67403 - 52227	60.016664352494633
67403 - 69192	61.846584384264908
67404 - 31781	42.011903075200009
67405 - 62518	51.351728305871069
67406 - 16439	94.762861923857070
67407 - 2321	52.773099207835046
67408 - 24120	46.173585522460783
67409 - 40979	56.222771187482390
67409 - 5160	62.769419305900863
67410 - 24058	50.447993022517754
67412 - 98508	52.009614495783373
67412 - 73619	55.154328932550707
67413 - 27847	57.384666941614290
67415 - 98876	57.008771254956899
67415 - 97221	58.855755878248646
67416 - 95839	49.819674828324602
67421 - 20445	49.578221024962160
67422 - 51901	48.083261120685232
67422 - 50100	51.351728305871069
67424 - 13694	51.623637996561226
67425 - 34232	55.901699437494742
67426 - 69214	55.901699437494742
67429 - 65386	41.048751503547584
67429 - 66812	43.863424398922618
67430 - 10648	41.484937025383081
67430 - 46711	46.097722286464437
67431 - 5984	38.013155617496425
67431 - 79925	40.162171256046404
67433 - 44868	37.947331922020552
67434 - 96366	40.607881008493905
67434 - 96171	45.343136195018536
67435 - 84016	44.598206241955517
67437 - 13388	73.006848993775920
67438 - 87939	43.081318457076032
67439 - 55585	54.120236510939233
67441 - 50324	41.868842830916643
67442 - 45885	45.694638635183450
67442 - 46232	52.000000000000000
67443 - 32396	47.042533945356302
67446 - 60401	42.426406871192851
67446 - 92138	46.141087980237310
67447 - 60426	58.796258384356398
67447 - 45649	62.265560304232387
67449 - 1067	51.971145840745132
67450 - 5670	50.803543183522151
67451 - 50907	41.109609582188931
67451 - 12309	42.000000000000000
67452 - 57064	43.965895873961217
67452 - 60396	46.043457732885353
67453 - 38707	53.907327887774219
67455 - 15779	53.150729063673247
67457 - 87297	89.185200566013193
67457 - 43878	100.264649802410421
67458 - 9621	41.109609582188931
67459 - 48066	46.400431032480722
67459 - 59815	49.162994213127418
67461 - 72661	40.804411526206330
67463 - 31525	48.083261120685232
67464 - 40602	72.443081105099333
67465 - 33389	43.908996800200298
67465 - 2494	44.181444068749043
67466 - 38351	44.911023145771239
67466 - 19706	45.354161881794266
67467 - 88449	43.931765272977593
67469 - 63688	40.607881008493905
67470 - 58352	48.010415536631215
67472 - 42025	43.737855457258075
67473 - 20285	41.593268686170843
67478 - 47639	126.921235417876389
67481 - 19590	43.416586692184820
67481 - 56181	44.045431091090481
67482 - 57860	40.804411526206330
67484 - 70190	69.028979421689265
67484 - 71081	81.786306922369346
67485 - 39569	44.553338819890929
67485 - 43605	45.607017003965519
67486 - 59888	53.150729063673247
67487 - 40635	41.593268686170843
67488 - 64190	65.969690009882569
67489 - 80479	109.658560997306544
67491 - 13789	44.045431091090481
67491 - 44220	44.553338819890929
67492 - 90210	45.453272709454047
67493 - 35596	37.735924528226415
67493 - 24282	41.773197148410846
67495 - 367	45.694638635183450
67495 - 22581	46.010868281309363
67496 - 76111	67.268120235368552
67497 - 68146	35.805027579936313
67497 - 41110	41.593268686170843
67498 - 19783	43.046486500061768
67499 - 78655	42.201895692018386
67500 - 77402	47.759815745038213
67503 - 80822	70.859014952227497
67504 - 52550	92.477024173575136
67504 - 7877	105.380263806843832
67505 - 25078	113.652980603238031
67506 - 55221	47.853944456021596
67506 - 79346	49.648766349225637
67507 - 15757	98.081598681913826
67509 - 63087	45.000000000000000
67510 - 89588	43.416586692184820
67511 - 60905	44.777226354476223
67513 - 99023	38.013155617496425
67515 - 2502	47.127486671792715
67516 - 1061	43.011626335213134
67517 - 60024	48.662100242385758
67519 - 4594	46.400431032480722
67520 - 43268	49.979995998399200
67521 - 55374	43.266615305567872
67521 - 43822	44.944410108488464
67522 - 83224	56.302753041036990
67523 - 21389	39.962482405376171
67524 - 87288	49.030602688525051
67525 - 6443	46.872166581031861
67526 - 81297	51.894122981316487
67527 - 88459	46.957427527495584
67528 - 16459	47.381430961928535
67529 - 31309	47.507894080878811
67530 - 34269	56.080299571239810
67530 - 6478	68.963758598266670
67531 - 18996	49.477267507411927
67532 - 2785	78.746428490440124
67534 - 96362	43.737855457258075
67535 - 95944	81.987803971078528
67536 - 20609	47.927027865287036
67537 - 37575	40.199502484483561
67538 - 29050	47.010637094172634
67538 - 11372	48.754486972995624
67539 - 73791	47.169905660283019
67543 - 65691	45.967379738244815
67546 - 23300	52.325901807804517
67548 - 70185	43.416586692184820
67549 - 66946	43.566041821583930
67550 - 84517	43.416586692184820
67550 - 79185	45.880278987817849
67551 - 51771	64.031242374328487
67555 - 31555	49.729267036625424
67556 - 6896	36.235341863986878
67556 - 22525	44.777226354476223
67560 - 40203	41.761226035642201
67560 - 96104	41.785164831552358
67561 - 16277	44.553338819890929
67563 - 81485	41.677331968349414
67564 - 61651	93.107464792034801
67565 - 71242	42.011903075200009
67565 - 78681	43.104524124504611
67565 - 78691	44.922154890432405
67566 - 22198	45.617978911828174
67567 - 67564	92.048900047746361
67568 - 26566	73.824115301167003
67571 - 68491	47.095647357266467
67571 - 16722	49.729267036625424
67572 - 86660	39.000000000000000
67572 - 92765	45.694638635183450
67573 - 39699	46.529560496527366
67574 - 6760	57.384666941614290
67575 - 67069	50.803543183522151
67577 - 43651	52.402290026295607
67577 - 18230	54.589376255824723
67579 - 6063	46.840153714521476
67580 - 91460	44.721359549995794
67581 - 53149	43.011626335213134
67582 - 41210	43.566041821583930
67582 - 31405	44.777226354476223
67583 - 96485	44.721359549995794
67584 - 87065	54.451813560247927
67588 - 52979	52.630789467763069
67588 - 4205	55.901699437494742
67589 - 11693	54.147945482723534
67590 - 33878	61.204574992397423
67591 - 16583	41.725292090050131
67592 - 52765	48.826222462934812
67593 - 83625	47.801673610868480
67594 - 3507	62.225396744416182
67595 - 13292	56.797887284651706
67596 - 56068	60.901559914340454
67596 - 68267	61.204574992397423
67597 - 41911	37.336309405188939
67599 - 97053	72.732386183872725
67599 - 39116	110.222502239787679
67602 - 12351	45.880278987817849
67603 - 30509	50.219518117958878
67604 - 69200	40.311288741492748
67604 - 36109	43.566041821583930
67605 - 59329	61.188234163113418
67606 - 55603	70.007142492748552
67606 - 77084	70.802542327235680
67608 - 5063	43.011626335213134
67609 - 74374	55.542776307995264
67610 - 90010	44.384682042344293
67611 - 23684	44.011362169330774
67612 - 43183	45.177427992306069
67613 - 5085	53.225933528685056
67614 - 30687	86.284413424441845
67615 - 67074	39.962482405376171
67615 - 86181	45.044422518220832
67615 - 44171	46.518813398452029
67616 - 92649	41.231056256176605
67618 - 99737	62.032249677083291
67619 - 10711	41.012193308819756
67620 - 4697	41.436698710201323
67620 - 31761	42.720018726587656
67622 - 87358	69.778220097678043
67623 - 53189	36.674241641784496
67626 - 55994	68.709533545207538
67627 - 57139	43.566041821583930
67627 - 97715	44.721359549995794
67628 - 72883	96.519428096109231
67629 - 72501	62.641839053463301
67629 - 43846	76.380625815713241
67630 - 68178	70.256672281001183
